Tool Rotational Speed (RPM),Translational Speed (mm/min),Axial Force (KN),Ultimate Tensile Trength (MPa)
1497.506545351824,70.1827626845026,8.37556855428888,127.97362523958688
1756.6116892873756,83.78051494877492,7.080166101516077,179.26618583784924
1254.3676007885506,87.96253420945229,3.527302513607104,208.06816820900627
1689.9011885351345,68.04891042864686,-0.7805177059858845,149.0272898385704
997.290392237958,96.26169109608131,3.6804525666020798,131.9714696263265
1437.0155727986773,75.56574602780897,5.807757769720055,157.79363914068708
1021.2985261191525,66.34669474673679,8.441507621647297,148.09447293603765
1315.1804619405655,101.62161024878301,7.723121431630731,102.1778220811719
1799.9253564667636,55.96474268919398,6.589663258142737,176.6024097635505
1345.3263524804445,50.27534918437,8.522696181722457,261.0536928958857
1006.777654707801,82.89025245380772,6.708293333904074,205.33531707099485
1144.7246997789932,75.25806388295638,2.0649187631209682,115.95486820029397
1431.9230629000685,44.884244444335394,6.598809525299666,130.7036442444671
2396.7737992207285,79.5866413941219,2.643360340383578,127.6789053599179
1402.1685255784837,52.88847024574157,1.0393823043107226,81.02409605021883
1016.3953835332438,54.68351885735359,6.280279604773773,190.95524037683396
1103.0320323583874,102.5951431543088,1.7159105714747618,89.12992414076321
1381.9962038641406,24.812563082796487,-0.6899737938299211,107.85296339145614
2437.4278247998186,66.25801749100641,6.669941456172929,100.53094749286552
1368.5544264443847,10.762720117743427,6.891017772291864,165.1547339167792
1611.3229575391306,96.0149261412725,5.7439813058900455,175.67052625227151
1319.8588481261052,76.53783525098527,6.954933194619381,243.82332487362282
1429.066157972492,89.69740906373373,3.028652045763938,168.8472379338411
1495.302371895856,77.96929264567115,-0.006280907235931998,188.25203009081267
901.2686947425938,56.64528264422134,3.352709992218408,191.79504589513982
1824.0174546629846,45.466769029776785,3.550649094649909,66.97018540145619
2039.1779340122662,17.554769387427392,-0.09880060844117455,159.33645779997764
1407.1226258215677,48.52461203309147,0.6002137888944805,90.06519553117515
1124.7534836077962,73.89517226061979,1.4631416024883483,98.45770192739509
1578.2440762190708,39.879267437733176,5.625503303797586,194.33584146923826
1495.0581265950432,56.711572550892534,6.837611245448812,96.73724416968946
1476.9595145928743,47.81457490260006,7.873612503732531,144.5407882546239
1326.7022203113236,17.250569011695852,4.980928991421756,144.67624341663605
2007.8712747320385,75.70000507325221,7.146568191218279,153.9035085616839
1810.1010070625482,55.10094712997971,3.6939455253957263,209.41950197346927
1013.1076294910208,65.34451091206998,7.789300128065772,135.08219630347767
1530.2916650561842,38.1644369117611,3.8612608542472104,166.74777346035333
1206.056795856986,97.88288510769954,0.822955446287184,130.14991852567584
1108.2535002908144,29.491750060161756,6.620160106592824,187.9049066714177
924.0370529460314,127.04107238978406,0.26772700280000006,122.34847132003551
1623.4583646850629,44.58375032819319,4.449661186562314,168.84287575828535
1592.034289701319,109.28641983270379,0.046509344398696584,140.32244654312734
1043.4623810665405,34.424205715140374,3.4781778062380253,152.23477880643594
1367.156882275912,92.28254974764059,7.1059629124610755,233.638883931975
1778.119244769875,55.89962834403468,4.047095686527856,199.40586481330647
1536.402140305563,48.36846943236756,4.509003289267478,118.42478482511189
1222.7837874340555,87.9430870200065,5.4716332020125185,19.830309731349644
1446.013860431142,89.27622192060232,4.527618821235502,145.10426001813886
1949.0524323214495,98.3508866185899,1.6495653126668643,126.7334624929493
1686.8787609456267,80.66757055558398,0.5065536070582914,160.4825474926809
1233.2003732966095,57.960405350459155,0.7499617137196775,283.6563280567653
1246.6344372868543,23.87305087664746,-1.068733290046878,239.82028473853376
1218.6943375580836,79.28810882997914,3.72511469331154,161.97145560647402
1212.2610447212978,43.6344128919914,3.8211211467666715,244.29897687275945
1320.9642352251383,64.34169958947469,0.5755622225078816,142.32815001795427
981.2140242677401,62.673609760928784,6.80140481033712,146.36125214505157
1581.0424993099714,65.78519156745465,9.016815578197019,206.84789686536044
1284.0347127773039,66.91012551907514,6.5019904130758555,119.93033770790868
1124.531918989759,77.14851672644699,7.191949269598757,171.05729976714
1781.3899976810162,25.55829141856458,3.7603379894122684,111.48800232257969
1391.3559551294788,62.17525481625983,8.024367298546135,197.5511969797873
932.0645258297606,3.3149111609862345,1.282271466701149,149.9115064271625
1918.6715613673557,63.74771929355106,4.167073692412317,181.60092078794221
1066.4916887530912,70.6342260313628,4.839290218052084,153.2855234049644
1398.6570892496952,76.81100002170207,3.2164877145611097,193.66151151135935
1329.6439193498659,58.105797334176415,7.062496137540647,117.91503496105597
959.7987405635487,72.62664415215421,0.16224296473473476,206.1810835404542
1196.582042652412,95.36210909899835,3.0066950087047486,208.28823020579233
1298.2721477604437,92.81608431372501,5.97265439079027,172.70816177388525
1382.7847166500403,75.37660785808676,5.892637319927431,152.13346247050043
1767.48380002407,39.866872941688015,-1.2597727623167954,225.83707507861433
1460.5635977868503,34.56980556321537,0.6221597340371074,149.1631921000613
1765.627421797092,74.92820220563988,3.9589088409034736,128.75583123481024
1386.398749323581,62.345556181109515,6.287349459692537,88.25714437636586
909.0222092965051,60.41455255999216,4.451793174250515,141.15450464969243
1365.4234763575312,90.93457094141488,4.22796145567767,201.03739921053366
1719.6795954070276,60.7656626993825,3.970118194377699,181.66997107682596
1335.3370566224148,34.35619504532646,3.9577579896222153,255.2142921766753
1666.837505135971,86.93453950735298,1.6498859653750397,194.9105428602428
1670.9250807496808,95.92374042899056,8.663315648677422,221.1365204691448
1579.8677316242886,44.71351005429216,3.0680662111564567,129.13163976205774
1913.26831210578,61.1407236599567,9.02028515466693,197.2410095038944
1271.4965933094622,97.7233458339155,4.480449434295453,217.81007968531617
1035.788055344273,55.249855434629296,3.9499309182844753,154.65782584828034
2279.1961193419893,56.72758103244604,1.0012254512207899,129.85986851485862
1636.0277015331947,81.315711586017,5.34865866180521,243.2697315464681
1006.2124792438572,57.760787181611484,2.5363223176672314,239.90023265050127
1043.2013957804184,12.97818078039807,8.4291086391179,158.31009041332518
1471.1305256440487,98.20597808428525,4.922909795928391,143.35257459667062
1076.7487360136722,84.5408072819762,7.225548983161193,142.8654284293009
1337.8772991764886,43.29252421713578,7.2658013287640335,182.93274191232325
1441.492419256056,46.25368354791384,-3.553426354012392,194.82748643592862
1627.2629274068706,51.2642452378361,1.1452234350371095,156.15765153694028
1534.1453752882223,60.77732562751565,4.759504821984296,187.9276874604772
2029.7905357226382,47.224782158402974,5.124052303047231,219.33682962693342
1632.3229134318135,19.539621499524927,4.430980884136237,133.21992837304856
1210.719026891653,73.42724038531728,2.943364618025421,222.74226004932092
1507.764716010506,20.339113514709787,2.0904567264260323,200.3336398805806
2007.2663067810906,64.2074771426667,2.6412705867337567,242.9816066333333
1332.1971422479053,87.55354324119511,3.3022304212540017,147.29701180237674
985.2162357314677,101.97584200298212,0.010990802275998135,93.4807892821142
1055.0489882728457,45.03652006154344,-0.11111195981676047,136.34867676958498
1393.890756986668,109.8728134860991,7.313128368056976,62.971074879601474
1561.0466365725024,50.17016075774659,5.330307041668879,138.09469683631127
1611.5473821618239,58.156940261100154,3.0617434431039854,185.71095038774965
1424.1285242629206,74.70246441657788,4.263758951340872,76.50703209488545
903.16632102931,58.60229293489486,5.916102416722366,179.5471829094063
1604.9406480247856,76.47085714339747,4.801252318148684,173.93634253055566
1494.8831654486046,61.01935161543022,6.369837726154488,277.1834810097831
987.3042104674012,77.735998985363,3.723626798704848,219.22763804279592
1706.5639157403175,84.11949574045266,2.789070413440675,142.57813659146555
1225.1668120147865,40.02647474824502,3.5076382833543045,189.48261412224733
1270.669754492792,115.30169565433681,8.112949357569208,248.85777508672848
1351.8640814419336,79.13134496525241,5.860125534401108,81.76979642303294
1551.5132562472386,75.79458219612857,4.9585795842806215,125.37436023526703
1868.7863589444928,100.92159314686296,0.5129129289849081,227.7733713925471
1997.6968271113915,89.69585006137042,4.203673343010095,199.2957295550723
1315.2497543098816,61.60795388248447,1.1353344608487546,111.70863115498237
1821.6834085088515,97.90724673275406,4.079955663018735,169.67314683690128
1703.1256336888152,29.09036660474321,2.752524661360243,287.1079865263358
1618.4389871445421,24.28210392958325,4.357317300584986,176.61844438432678
1766.276863927208,35.26911197320112,5.092657971535159,213.70228822991876
1815.5614136193392,15.142510052334615,7.939754987939317,232.85644885044735
1342.661139467515,102.9082705394683,4.64086142781399,120.23686765008566
1688.9482141759213,85.38231314372064,-0.09077427888406753,174.7923542578514
1429.577454703943,44.0413629742711,6.179555915617418,210.7181187877014
1182.239068999239,65.04519351530168,3.68827269612474,127.41063306759557
1210.9358749593034,81.30528608734826,1.5823017515514781,149.7810175234386
779.8765303208899,47.652729210322605,2.916354622859424,125.84632828961156
1555.730854763739,67.75752356465777,0.23886422824834952,149.52216572241412
1326.8546668788,78.6701047423209,1.0015866737533377,86.81674490354546
1239.607212393311,82.63735080913416,4.361874573716807,218.63943494831528
1435.9345353134952,52.18785001525872,5.891692331215088,232.523170987277
1798.694908813345,19.846711963879287,4.42628738341223,215.3498945675223
1714.3829402409192,63.679067656053164,4.226784304644742,212.24875667644523
1636.0183524432364,125.44046151334291,5.531081559019187,319.1951173987435
1493.0800882347892,31.309499667733363,2.701028912584778,142.86169944255312
1578.491439305111,57.64415070495409,7.970259897784194,131.15970173133076
1358.194100236772,60.499290311133294,2.5907221352928533,286.7382928919433
954.4478854291907,105.25391101847217,5.899923338059107,180.6175749484163
1797.0517321418904,41.17585100622585,5.621651074451044,100.00868260796842
1084.1817319339218,23.79304369213982,2.216157992889193,192.21875087633902
1398.3180631500065,56.55829098328599,1.737732582147956,209.76687792383305
981.0712059139385,90.5355832845516,3.486786560743898,171.1299755469811
1088.6901432842797,65.9294140850471,10.652527103280935,186.66011688401582
1561.0149077963079,52.297793579302684,9.280119454991823,130.62938886433807
1699.0014345720206,38.50696529724908,4.383557704622813,75.69295435882485
1420.163067017453,74.02753840494609,3.2910959500001713,146.22113620028568
990.6938409406562,47.45995525811011,6.8437710553024775,217.60349118832957
1664.0639482165298,56.7851813611583,-2.51648436156961,60.61505180609912
1863.1225232626632,72.29384612695296,4.810209535076097,127.12774231095679
1927.2335272458342,72.2602866437139,11.39266200695215,166.84310309923904
1164.4963349570025,108.93522737425839,8.307354853480746,174.7173160371396
1214.898932413886,91.54243265637731,7.399943420863918,223.8469424118364
1279.774383838555,74.73125468223854,5.993571353305905,148.04950633834275
1155.257019894422,57.32077534426157,3.9768336799907136,165.3704617424534
1305.464114801661,65.30362603157448,4.270920672494814,284.721997360034
1831.8683309067424,72.3678750147574,6.699882545178907,267.07329545881777
1661.2513467265549,70.72365115115144,3.8685209096390727,243.7790358423236
1183.6509304640845,51.86686824098267,7.496018859754203,245.3766033935035
1634.5466372688204,100.64764462334585,5.520032228495398,191.94875153232366
501.86923773294666,88.96662052734808,3.5684508819907195,128.58585039330418
1368.3521625034223,16.18438333217813,6.928119043348481,194.36490997220952
978.0946560437599,57.65276275389222,5.97537928386183,233.82147929772293
982.285176259778,72.07377645482647,2.5323679154410748,188.0416160157102
1753.624735199367,42.14980728778515,6.658066838784514,123.68957048571474
1555.8511131686514,81.93668789498001,6.3414063832006144,200.88097977775135
1176.7186233589011,77.35120321762743,5.519950440929575,251.78645726604861
1147.559981139275,98.22632079583755,3.7484727259612365,171.1784193139858
1823.7283079998779,79.48777638157654,4.674249468103073,110.7343887795985
1304.0537527534193,94.77364163751457,1.6775397953396207,137.2872696004991
1144.391977945935,98.01435009123236,2.741046965277321,210.28316270198638
1607.6422924048384,46.40764925593292,2.3686253169138825,200.16093459835307
2213.432788899898,89.16280519155146,9.51037228141466,179.1945985059052
1315.027219324189,93.59955285956481,6.990375448210632,230.0050343044868
1730.8904919167346,73.36916186694313,7.728607347702244,129.33252009031347
1975.4861083206881,74.8438432191993,2.750270906065099,175.92909124052377
1430.550446826821,15.373199328221247,2.860642463246183,206.8836553491844
651.5960987875684,52.808705860078106,4.549625874535249,208.48416011521613
1263.5036828874345,35.17073017904457,3.4756379268550934,139.67294592928639
1129.1060269426375,57.76221256902552,1.853913561864056,207.98445833092643
1410.1551831497354,34.86127355413608,0.6097891018394961,254.86763906866366
1232.661471940439,50.44494286686277,2.614032318115117,198.2197426108408
1472.8410871034764,75.9961386516128,2.596735964776006,238.16627820641864
1326.0966603064605,62.86824017417724,3.0576810033937045,151.6957821725026
1784.916185612387,20.795893556036184,4.685627485804541,188.643754207252
1084.9367044533997,55.491610595783996,3.6836453646276164,205.24194730114553
1194.762972129652,54.87274441443161,3.1597319879432906,172.4288094802115
1629.074554533956,106.76262958690654,3.6586992903721813,183.97875519444892
1068.222128175101,117.78060798394213,1.8807668420277697,256.8542640771547
1832.9888393614854,118.01496345816844,7.109895777808159,176.68254220174532
1768.694779806201,115.96695351767113,3.77179740975626,252.3437498108765
1252.554991301967,80.65282550804159,2.858342220797858,108.69896191532106
1360.050875561098,71.18722163660118,6.852553061569159,268.88293701978625
1184.2311283382692,33.200613679637854,9.397895457267921,203.99925133492292
1499.9102544342877,51.534991539453316,4.694969472861047,196.69367218934127
1169.6636281641925,80.95242532742787,6.735409175930256,156.84940144526004
1183.4873325445917,90.34124346165164,1.9137141810448184,86.62635339093755
1544.8088506255867,57.565754862815425,2.428946267205776,111.36013192506917
1641.1181397411995,100.21808955949248,-0.3985216687108757,73.25127738871048
1249.7767992977347,47.384032884986055,3.561445976583205,153.86822812756384
1349.3835708082338,56.67373419677356,3.81909050467467,140.95419005242866
1981.7701292683014,33.32875853070811,6.287727568696719,206.5311342125325
1136.1400232947271,66.67165473464435,3.611777087371242,227.6043381034939
1701.533860390282,66.99065192426193,3.3339583377654822,167.9651063008525
1537.6236102250064,43.35313316343788,3.738239493361494,256.23495119259053
1389.452081507885,89.80016905552438,3.6155451987403433,185.61228335492038
1650.9683518056431,48.84765007978729,4.083095617935905,198.11703743532843
1613.3919067768134,53.77850464242888,2.075285152072613,145.20659299539287
1183.423213703285,82.00139331835528,10.277243982286581,226.73583549757996
1546.812940697808,51.947109590278195,0.5488758749286191,219.5521108859745
1323.7332987895459,69.17085764484608,2.8225751539069384,189.86738167582985
1487.3454182457333,45.85522319068205,2.115638659196465,41.95920467920689
1324.2353261015935,46.2634074713853,6.5716697765973455,112.71390412795304
1541.812141567102,34.714077049421874,2.82859782996805,192.2570607492725
949.5095551529424,102.85220360550792,-0.45632349878212963,150.40446070633217
741.868409344857,59.65327394569964,6.014517863183226,93.2669555202834
1715.326356418315,69.04052333905592,9.006296261053988,208.38949144724194
1100.8784944062804,28.536757918020626,6.002163882296841,147.11403080002552
1284.6097404288446,65.04554173205445,3.0789644028988192,175.1783632994028
1720.0654823626119,43.337925272431484,3.434856609529376,243.61790206178557
1728.5065227192174,36.90625161468887,3.458862122328232,138.60117153282866
1484.5921331926124,95.47414034379622,1.1926362932967778,244.73118556530517
918.9671417819621,43.92761683754274,1.2025181350512302,145.37771571809867
1977.0274506802218,40.64394368671758,6.139402152973257,219.15259592844137
1412.1115069481443,71.59237707369579,1.6176844150090273,165.69039967732613
1506.3186495980149,96.10424342534134,2.9817994808794555,155.77907646281852
1269.2262288654326,89.72171105937554,7.3659425430383285,118.5850709932532
1411.2237590150662,35.44594124903455,6.634801900962287,161.3864727039019
1066.9248775269464,69.05974125786624,5.341511293151459,98.95842788697401
821.5092304917596,57.920000657905895,0.7271813512548899,121.03207615045038
1536.443783205837,92.9093288298693,2.7343827843448105,191.0033600154714
1126.5960733345757,94.28265494815778,-0.4887811224191436,116.45144114850382
1563.773614053356,100.86831047612213,4.478122921154734,117.2362655553641
1157.2994147477734,69.08185967852033,5.4720459788436155,234.582716454216
1200.0987821375772,53.356238914143006,1.972074960910394,168.3447827864195
775.0556586596109,4.591910392180267,7.436723751097135,245.72304848986587
2332.4359058502605,64.05590835841662,6.30540388766577,117.24996573646051
1564.1275632218014,83.67192442089755,3.73044120154175,163.20451552532506
1765.9138809077192,47.0447315664288,4.233995498618546,186.88701854294584
1586.8472913729736,80.47956213277254,3.746035402736771,178.4375217120909
1339.2057113148676,51.82110666699916,2.300460078273347,153.20772519375606
1339.637663931837,91.15436704409024,1.647690182389399,235.05218406186327
1603.4485668675675,48.335020012907286,1.1553171396880697,213.74499089881365
1792.8540989590883,76.92056481876168,4.226656067966185,164.9247170699548
1319.410024729076,46.398841337131316,4.4135440027231265,281.29422692024696
1454.343405714703,63.93316881874602,7.491980285971907,149.7280085452843
1478.1667949088219,69.01110805167953,4.845709060850353,50.131514474257216
926.0058319866106,49.93937720797697,1.7492191446459024,173.6033734684992
2037.7885566068544,114.87990264836142,4.938081990910467,156.736598429793
1631.3384225227333,64.19826693987538,-0.5578532224209045,254.18876260700347
1507.3328219761615,104.22512340122395,1.9894978440622282,205.80519136743868
989.5841438505051,33.34613936576574,3.264591561126726,218.75289080241728
1434.4976020650422,45.64541444275345,8.485504429041137,135.2769465148983
1314.1351205174656,23.35184725329494,0.48671501624872837,201.02906213614895
1023.998314378242,69.54391660188372,2.649965020380999,208.72344743276184
1747.281131580132,20.23860867010128,7.854586258957698,207.26234073859206
1267.3983015916785,111.13660825713163,7.04786790780894,148.53876543839888
1102.434925798427,86.6705573686454,4.322516711843856,241.80222755872694
1802.4923007056595,65.86865368469962,9.25485748347651,121.74444443553996
1323.415240363893,95.14698277767776,2.8332698790660515,236.11363606148973
1501.2476393175837,67.20893513018291,7.617794168094703,190.84086742124083
976.2593785949003,63.220234543236806,7.496869502073779,115.18466879739609
1193.1084727467135,59.09291848148909,4.12476069444075,210.90874104707714
1982.711862714697,54.30382522682825,5.9813997736820665,213.69582247120115
1331.0590277582317,23.550117773303356,5.498742113125632,243.6585801757458
859.2591227945676,68.89605761322368,4.864284318806594,94.3220217389647
1258.6692411446847,47.154505385242445,2.610938510701792,83.59364041309493
1621.5305594149227,75.38119374647647,1.4892162684202694,223.32131371385327
1616.427447393829,60.16300429996256,4.005597232710435,278.24597589132003
1964.1289592196076,93.32483267719645,6.887434738797948,173.62561883426935
1650.6172089476695,40.182682486676924,5.496263670141669,140.91287913953835
679.3321747790536,86.09223312676735,6.569060123418263,86.69415984149992
1085.8798585733568,9.356162103600695,3.255882395131473,135.42729192539232
1400.518436919875,42.111357075124666,3.6383495486343937,152.40009131046816
1634.334821540301,96.13372413184469,8.123917594165091,181.02570338922843
1361.8290925973392,46.07480222753332,3.8257539923957067,245.73028273285556
1353.1513862242534,74.4427635191081,6.116116751555218,168.71632733079906
1522.719610547237,124.81766960989005,3.312860976618771,171.04882521359144
1563.4273574381982,3.2014061734643775,5.483694871972048,248.95809137916635
1377.5696117458638,80.38961036481213,1.3244822808320285,164.44552513803228
1376.9238967417075,54.8965192393391,6.996544603158574,229.30675794362784
1756.6546665140654,113.28629773155957,4.86886871280813,188.69405758180537
1230.897483328167,67.82627405062718,4.563080359115647,188.09853892856276
1884.6450600764676,48.07474324778859,3.9923653063290065,105.31935727038957
1367.3523399230123,75.20843746767174,5.839617745235335,219.77139944639663
792.9325876232399,34.0891707400381,4.913020775298753,183.75357151634586
1654.8115140342907,82.5401789305836,8.375534477031486,254.67675537812391
1664.453431316919,90.93329538908661,6.470858062948269,227.2960541830271
1337.0699707396086,59.54199109818846,5.200119518706209,87.73132009750398
1185.2746228587312,84.11977831760859,3.960532842418304,175.8498733564861
1874.5834788076836,68.76977953084196,-1.8158113367065374,92.89123767415109
2041.5235225088466,70.8286125558473,3.1679854711215856,139.25931509248403
1326.601064459093,100.52430675265512,3.8363834678050717,161.86067464312458
1679.178524528273,40.61814781325964,-2.830870582877818,171.49761059623106
1437.5813163367877,60.95360591293574,6.221334996470436,186.97865928586387
1518.348640674853,84.34135944876222,1.5584703536803284,134.26406376253274
1610.5471042928884,85.15357754139066,3.0278928835914956,94.83371479878303
1435.0749225176075,37.51168607451339,1.3088122736571783,181.3160408180472
1558.0917650144193,54.73179979619092,0.8679492425658779,249.00081034733563
1383.592333320481,86.12828428531391,6.069349552229091,191.98244179443878
1212.0036631515031,47.93776639761586,5.730438394156822,240.83812045049243
1592.1733245730356,30.109322394345078,3.1672741975665097,133.7921435647429
1136.2178737148706,83.97698332945441,5.02028607080748,236.24264867813778
1460.0832418823643,132.57856560204473,3.816780852118111,138.63355473174215
2048.8688677709533,34.61218390271457,4.625082844997501,92.58680807764729
1210.687214856569,72.43091901347606,0.5103790430255613,100.46547985256746
1413.0436614034747,48.758440341046516,7.2151501586785445,149.2900930952763
1504.5756949443441,66.61297821846662,4.326802684506272,201.67374702263578
1524.8857582398825,21.219837000505635,6.047339959350938,140.17793953553618
417.7470204336439,87.57743866928354,3.653215970105748,100.48487031242655
1033.7003206143359,16.542466547359346,4.139545028043738,184.74234712995766
1500.9954019659651,49.25070657486828,2.496383654411412,194.12859646582322
1305.8513824934578,55.02286468840806,4.0737559122541676,135.11798201776324
1613.0309856730491,53.30344302080189,1.0462377068926738,188.34680494912067
833.2203510543534,104.45526811131398,2.3513808765206967,249.92338443587437
939.548655377187,83.44660327475141,1.7830905165765731,221.2120548568168
1855.2233925054925,36.83214565389132,1.8735775625106665,226.46495616948314
1546.4200229356525,36.077910840246055,10.04245333151179,99.29213295677229
1754.102937890786,65.11095134899803,8.729891585134888,98.13935658412913
747.4205619108053,93.71378456511883,6.390036947698804,361.99204669704426
801.644728715494,74.19262014105631,-2.2186854247370613,168.0062118979819
927.2434363390319,18.17788224915916,5.6639226595166425,213.4383991694425
1358.4759509740604,28.434911233760616,-0.08967904710078756,247.0384564069857
1217.127080006904,84.11162688550579,-2.3245562210006954,153.9289391779703
1064.5685620042923,64.85152861500417,6.46639009950911,171.8698058788632
896.6900619695151,48.90288365466334,3.936757897294715,179.67612828044457
1042.0283902498234,64.27692681722809,-0.8743584086883747,191.31740219919092
1839.491006651018,85.45653657405707,6.478154750172608,219.90497868140523
1512.5306799354,29.113976661039587,8.663039848623068,88.19328892119759
1508.0465716398364,52.91091891433812,2.6971058842955284,122.1300313486282
1026.4957617298617,67.78113498002087,8.708697607057871,178.05588292396078
1035.58331818692,59.82335540659607,5.151598721314911,177.73062217119883
1613.0803997726134,66.82563275802985,10.721497403990863,114.84411234723376
1513.668855679621,66.04900678924423,4.183014031582286,219.09719907645535
1803.3728762074618,39.02123842172567,1.6645705062115406,156.89660882027275
1450.345134010403,62.86383849352042,4.96594216288062,137.50940965611835
1743.5752150386616,42.59718121412558,2.8382711619856513,188.73202916750503
1281.0948936743864,92.1168453619488,-0.48622693537891326,137.88899736909084
1885.470087923558,65.32002829126783,4.320803381503136,150.8613113426374
1463.1273724529099,48.4048843436437,8.486875921124675,248.1145539412998
1366.1842002189571,39.517415714778465,5.077895404303918,134.07862899436705
1949.7400340040965,65.43469033106024,3.807550600773791,122.56108202059251
1650.5844844687037,84.10416613700653,6.714163971303632,214.49717840017885
1082.5624250819835,77.19260766727768,9.941188664250442,208.80169501373211
2143.0126947637073,73.8871232474434,3.2605167948017453,135.4733107661632
1351.2313413264287,57.21292222920459,2.189989128578511,164.4452725460841
1707.409290669858,85.59615986194807,7.840994313306661,172.63333764197415
1118.0562114214267,74.47905499176898,4.834998393312917,217.20654834085985
1166.0803954615164,57.4896771108831,4.521636103187392,125.23859478751825
1226.5716855344651,45.812125321434465,4.034555906848799,174.84933746891514
1752.9302651681426,50.07492500351091,5.819911143496774,172.75071725751533
1402.464899650964,27.141234974384076,3.888332945666037,187.24532505011786
1724.5576086779893,90.26019594616133,1.4926062346196147,208.11588019162065
1191.647600823814,57.333123250882196,2.7762576183670378,237.546281510108
863.4903500415528,59.191018763441164,5.951281258583594,91.51524387925046
1016.4238270517229,84.06438523836533,1.6306150694961423,102.8657561222638
899.4084036422444,123.16801430657466,4.79926073639461,234.36726553392984
1448.5174411923215,109.56614783299544,3.20794467508607,234.14887395891938
1194.0766943204876,7.047075397671975,2.5341479509790323,120.53136514639893
1412.1822371020721,65.609063127721,3.1500545851409125,114.5440787773056
1497.7502390031675,41.625574846404646,6.558967038521878,76.62875315303883
1555.7394912004124,62.32827481935608,2.7351672335545985,151.49483998661398
1319.493782478535,86.96594578455523,6.8085282535024305,144.17927981855678
1679.421110564797,102.41645249938843,2.116051457616239,196.98061948477832
1801.563557445907,60.701192524616815,6.961471808306772,176.4585027960679
1476.5389274662327,59.621897950482385,2.111675922544548,245.11617605274898
1320.7238438571117,73.37826202412069,3.2614609342487655,67.69345581994816
1018.6354079112568,57.05519126234904,1.3243929393101634,181.28779834167017
963.5008110364979,135.66690590510612,5.087918921028479,178.77977696490518
1447.5064942514555,51.4584216344996,1.30190864139279,174.69932064705063
1732.766992714226,13.83823014458067,3.06588707866086,209.39598119144392
1399.2087769690295,63.80275926356931,0.8363804215395017,184.76877190959974
1095.3962175593863,74.60491203655512,1.9217638755829332,149.2646128118901
1453.2033215522874,101.7304997246981,4.876166230856541,219.7833197693592
1119.2558041300176,96.75333520393721,6.7562086684949225,250.07392943583153
1973.0730931777816,97.93604978673491,2.7352308856126246,213.0296069579403
1632.193462127837,93.01466924514435,4.298317626726571,256.8644295003712
2180.368824162617,15.03787810870621,-0.6172364038517415,186.85571516586091
690.9285035757756,48.6989073744925,2.3277749434644086,229.03659467901062
1910.1425435393508,73.2179062598504,-1.3665796068648888,95.90546861145317
1277.2058631372236,76.14715640711375,8.904177545233722,187.0884753975397
1242.6598904204648,52.989671610639284,8.209854478162395,82.04787528394654
787.8923449250558,72.24420110585875,4.288678132160975,143.57606740423327
1470.6927481709163,50.547750048210865,1.926675054924428,282.9863776316099
1016.8135423518529,75.28153565364295,7.90360957404776,244.74735160590384
1246.1720886502706,32.63647003577425,6.294244195635269,165.32292760676506
1591.3575471208885,66.70808172987175,3.5344607843643385,176.19528783409413
922.3524608043521,63.77156977419372,4.884435264909383,183.10639749028687
1344.9952891236715,83.33339008176631,4.111885819780396,196.6012567136807
1655.0972912457933,46.51501282502532,2.544449740435394,110.7496351890034
1452.5294436268287,74.4626118206437,5.276979470296126,116.89733882344443
1574.3065313023153,110.35924899897142,6.328678105153431,186.43860000171696
885.9400260321871,52.512464885151296,4.57356612426042,93.83982786319606
1407.5410834693998,100.59383696244791,5.961938293803269,143.80774513011514
984.0375850632763,-21.981705909289737,3.713152818654965,230.61807436280773
1987.5819621843016,72.59186623904816,4.966921380246882,149.66250535625113
1847.1976597495138,95.3851400257555,5.427577736377822,155.17081332308877
1788.7653300880072,77.90517440465376,2.0712672993557866,272.8117918639854
1056.78136317023,80.0714495362796,9.202466824277273,275.47710886823313
1474.924712224767,51.47395461615933,2.651671275353052,46.42325226608418
1453.6317469645942,49.80686313462977,7.923770746545692,177.08610300090731
1098.975788885564,73.5261034659974,4.873849365558897,131.23392385612317
1227.8060344553955,50.63236429805422,-2.634549907051137,89.41881282015923
1601.2986342186325,54.30983975206283,2.844151879195831,121.36627090053389
1254.4432960964411,112.95269275185028,0.996835873784617,245.22809647239484
